tic_id,true_label,predicted_label,decision,is_correct_class,is_planet_candidate,candidate_priority,planet_threshold,threshold_source,confidence,planet_probability,prob_eclipsing_binary,prob_false_positive,prob_planet,period_days,duration_hours,depth_percent,snr,bls_power,n_points_used,n_in_transit_points,n_detected_transits,odd_even_depth_difference,secondary_eclipse_depth,v_shape_score,baseline_days
31553893,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.4848493353406355,0.4848493353406355,0.07495676544239045,0.44019389921697444,0.4848493353406355,5.599212522917789,1.872,0.0555757800951406,10.19019547393576,3.805348809569265e-05,17069,218,5,0.0001018254490677,1.587576054051798e-05,0.0001128329756874,25.126536227518955
31858843,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.4816977689145639,0.4816977689145639,0.17954993594264393,0.33875229514279276,0.4816977689145639,2.977794486398121,2.52,0.8295060866870374,105.89891849670693,0.0093622485959769,16718,297,8,0.0002841377545831,0.000121166989525,0.0011284366234762,25.087659864733723
50365310,false_positive,planet,Possible planet candidate,False,True,medium,0.2,optimized,0.4754366534762458,0.4754366534762458,0.06325095901429346,0.4613123875094608,0.4754366534762458,2.1683199925665044,1.296,0.0494403543626509,5.718669785443149,6.910229860501775e-05,16984,466,12,0.0001186568095519,0.0001120991156414,0.0001824909982526,25.090834821013686
261369656,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.47495993753002125,0.47495993753002125,0.3299614904992353,0.1950785719707424,0.47495993753002125,5.489829458280578,1.872,0.1678646270174111,8.86680602560068,0.0003845012501563,16149,251,4,0.0016984943098194,0.000143506264672,0.0002748753681975,20.428235655766684
114018671,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.4740119396255999,0.4740119396255999,0.06517640083368419,0.4608116595407163,0.4740119396255999,2.474209574854864,1.872,0.0241423135488583,5.804983850758625,1.6116523664646595e-05,17010,504,10,6.276419639938968e-05,1.5560649647583524e-05,2.4330941142403084e-05,25.094392316633275
107782586,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.4545030597626344,0.4545030597626344,0.09552932887102879,0.44996761136633756,0.4545030597626344,1.9598087094148355,1.296,0.1303640615538337,26.798824962402044,0.0004139915515245,16914,466,13,2.9056090944390437e-05,9.512719155591044e-05,0.00065991272858,25.040493247089216
65212867,planet,false_positive,Possible planet candidate,False,True,medium,0.2,optimized,0.44842572088618926,0.43917700382023167,0.11239727529357983,0.44842572088618926,0.43917700382023167,6.996064614848675,3.672,0.1367486742486212,17.278558340487017,0.0002459864212096,16903,257,3,0.0004786956587424,-1.721006302290995e-05,0.0002589061377306,25.064598679531628
463402815,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.4349701264254943,0.4349701264254943,0.1800630356987262,0.38496683787577973,0.4349701264254943,1.008860324457487,1.296,0.2395367897618849,22.394456417217054,0.0028113303937134,19112,999,23,0.0005844476214565,-0.0001282978354046,0.0012617204048849,24.1718548824515
323132914,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.4298279108106531,0.4298279108106531,0.15790454012832925,0.41226754906101815,0.4298279108106531,5.642029595816455,0.72,0.0456891899492606,5.432533400888331,8.892381491104407e-06,15198,86,4,0.0002136503906619,3.912078273315967e-05,1.8608758350913133e-06,24.50323574330741
351601843,planet,planet,Possible planet candidate,True,True,medium,0.2,optimized,0.4282789867776468,0.4282789867776468,0.28978710666727153,0.2819339065550816,0.4282789867776468,0.6048902458121359,0.72,0.0816155040556321,10.38835035397499,0.0002562327011336,13881,689,47,0.0001585131096989,0.000192596436958,8.860576608926696e-05,28.43647240896621
24094603,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5362227886371126,0.40308610059420563,0.06069111076868172,0.5362227886371126,0.40308610059420563,4.078402796407933,1.872,0.1617157621795595,11.617660724351492,2.309278706112573e-05,1308,24,7,2.547198694902164e-05,9.299029315879004e-05,0.0001044293994346,28.395321248910705
361413119,planet,false_positive,Possible planet candidate,False,True,medium,0.2,optimized,0.42466167101540075,0.3977266965986391,0.17761163238596064,0.42466167101540075,0.3977266965986391,6.074819684005654,1.296,0.4315020464799479,39.02180308341764,0.0010348769561588,15920,116,4,0.0004982022428157,0.0003764564454763,0.0020724242313202,24.17662464749992
259863352,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.48910105079478977,0.3948642389121437,0.11603471029306665,0.48910105079478977,0.3948642389121437,0.6484722432792035,3.096,0.0023540365495566,6.1441114767180816,9.010655374450364e-07,18273,3626,43,7.854324081124631e-07,1.467681930478193e-05,1.6580375106767242e-05,27.880628614637544
88863718,planet,false_positive,Possible planet candidate,False,True,medium,0.2,optimized,0.5230208850181102,0.38983661060030567,0.08714250438158426,0.5230208850181102,0.38983661060030567,1.9288988935990572,1.872,0.0890426779182052,13.491855226846225,0.0003024842550359,16825,667,13,0.0002016207162083,-1.782537816641394e-05,0.0001762890164328,25.01618106732576
158297421,planet,eclipsing_binary,Possible planet candidate,False,True,medium,0.2,optimized,0.42789529845121077,0.3867188813878047,0.42789529845121077,0.1853858201609845,0.3867188813878047,3.923103867594184,1.296,2.421004803398019,22.51341874690713,0.0543593661777532,16626,195,6,0.0030575347557694,-0.0008767284250303,0.0142491399260488,25.1083279329805
97700520,false_positive,planet,Possible planet candidate,False,True,medium,0.2,optimized,0.3839686559076013,0.3839686559076013,0.288305045369438,0.3277262987229609,0.3839686559076013,5.421888856529501,2.52,0.8443343332029896,120.3448835684554,0.0117557416572352,17434,376,5,1.5749691121058618e-05,0.0013161647817593,0.0054588695391387,25.84137265927484
146589986,planet,false_positive,Possible planet candidate,False,True,medium,0.2,optimized,0.4776646734591673,0.38292542760359716,0.1394098989372362,0.4776646734591673,0.38292542760359716,5.671117407440127,3.096,0.1939593995273214,13.83634472191493,0.0008296501345449,19107,444,4,0.0002310700283157,-2.2300469584402016e-05,0.0008141805279449,24.171627186188744
1449640,eclipsing_binary,eclipsing_binary,Possible planet candidate,True,True,medium,0.2,optimized,0.4072553598538177,0.37395833921023824,0.4072553598538177,0.21878630093594395,0.37395833921023824,3.502048243315795,3.096,0.9592890780634412,72.15877228094892,0.0266637948385934,17096,557,7,0.0001195091013819,0.0005418435469588,0.0009713689715529,25.476395584838883
290348382,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.4862637146099083,0.37175375866751725,0.14198252672257433,0.4862637146099083,0.37175375866751725,3.121064395864248,7.199999999999999,0.156764516859631,9.310174847627332,0.000330765457728,1308,127,9,0.0012155948066441,-9.257542831919709e-05,0.000324632139668,28.39606537251484
90544017,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5371036991571984,0.3579399843908719,0.10495631645193021,0.5371036991571984,0.3579399843908719,5.092259679544195,1.872,0.0539777953881936,7.413103764034597,5.324608117787326e-05,16483,324,5,0.0004355317395761,2.5333597228893723e-06,0.0001392586628441,24.31583337443817
461867584,planet,false_positive,Possible planet candidate,False,True,medium,0.2,optimized,0.4906611648190931,0.3549027330432504,0.15443610213765718,0.4906611648190931,0.3549027330432504,4.422639468341122,3.096,0.2976427029127704,31.03485541412899,0.002102344269267,19104,444,5,0.0001585302970007,-0.0001619781705238,2.0772190512552413e-05,24.171781331250717
304021498,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5815594071229865,0.35277371489087067,0.06566687798614278,0.5815594071229865,0.35277371489087067,5.649091576605365,1.872,0.1088566728120632,7.382600737697523,0.0001464917648943,19111,269,5,0.0002289637390378,6.570691324592204e-05,5.047133348101696e-05,24.17210030002343
446549905,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.49426037434281594,0.3500211096714631,0.15571851598572184,0.49426037434281594,0.3500211096714631,2.4547488940736497,1.872,0.2815797645882467,32.24563540263934,0.0023713600580571,16708,559,10,4.334361537883247e-05,0.0001443978501518,0.0001312332569949,24.36361128895055
238597883,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5984436951889709,0.32870581135578336,0.07285049345524525,0.5984436951889709,0.32870581135578336,3.578320340515764,2.52,0.0256699523846659,4.083548639194999,4.420039745121948e-05,16989,528,7,7.016582046837083e-05,-1.3851137620868316e-05,0.0002441207562551,25.09482472400032
2758565,eclipsing_binary,eclipsing_binary,Possible planet candidate,True,True,medium,0.2,optimized,0.39110769575041915,0.32692486295736567,0.39110769575041915,0.28196744129221546,0.32692486295736567,3.783127376611832,1.296,1.0338457927388411,39.28103221178807,0.0118664429735448,14732,234,7,0.0002234019400761,0.0018314779407507,0.0062259054481613,24.263995547688864
124709665,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5778630371021335,0.3267873758729037,0.09534958702496268,0.5778630371021335,0.3267873758729037,1.8685790705074323,1.296,0.1222194906401186,16.998366998291775,0.0003245337712772,17416,505,14,5.9578619265865385e-06,-2.808772824725025e-05,0.0008479852561398,25.84055664355128
106997505,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5994386111916784,0.32644765195884334,0.07411373684947839,0.5994386111916784,0.32644765195884334,2.7465117630666245,2.52,0.032073550984768,10.742607265873662,3.4980596877734786e-05,16796,601,9,6.416403117914804e-05,6.801626454233656e-05,4.04849464129553e-05,24.945553307758477
169904935,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5586666725418183,0.32556730344693685,0.11576602401124501,0.5586666725418183,0.32556730344693685,4.550148845039846,2.52,0.2240207263619398,30.188172713218545,0.0011346649089488,16984,452,6,1.2708979869602288e-05,-5.402867004877798e-05,0.0012531570670937,25.09417177084424
156115721,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5960705009079011,0.3244245194991012,0.07950497959299756,0.5960705009079011,0.3244245194991012,2.5056696296853787,2.52,0.1385293210274696,17.991211936152244,0.0007687866417767,16979,754,10,5.051181744541999e-06,-3.27146408248824e-05,0.0001594635616154,25.094944897778987
369864738,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5875744652927541,0.3135442193187767,0.09888131538846993,0.5875744652927541,0.3135442193187767,6.670127659422049,0.72,0.1068211857153222,5.48006960236581,4.652336568903411e-05,16771,85,4,0.0003234476125756,0.00051557258671,0.0007237401513201,24.363617093418725
379286801,planet,false_positive,Possible planet candidate,False,True,medium,0.2,optimized,0.38001657663879906,0.3088575997117786,0.31112582364942265,0.38001657663879906,0.3088575997117786,4.45367054844753,1.296,0.6211691186187585,52.15102823735004,0.002777002506381,14708,154,5,0.0006386375455382,-0.0003090842953802,0.0024749952790912,24.64916424560033
291555748,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5540435576572749,0.306482714490061,0.13947372785266443,0.5540435576572749,0.306482714490061,4.9583326471446885,1.872,0.4601656407815513,53.293666476661286,0.0032736018682315,17457,336,6,0.0004299466218417,1.422551277574513e-05,0.0035185736955221,25.839377345005232
295599256,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.479206375847703,0.29641685303776716,0.22437677111452967,0.479206375847703,0.29641685303776716,7.144615208428777,1.296,0.7963936179035014,49.89906258003247,0.0047067774664444,15580,155,4,0.0008099917869675,0.0003135906436922,0.0074641534904806,24.56666603496251
175310067,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.6209965130995689,0.285121093917799,0.09388239298263225,0.6209965130995689,0.285121093917799,11.301844070587002,3.672,0.124470862101389,5.318692581484731,0.0002415713639727,16974,235,2,7.680156703504526e-05,-0.0002344017189247,4.8247995497074925e-05,25.059783641724607
2595273,eclipsing_binary,eclipsing_binary,Possible planet candidate,True,True,medium,0.2,optimized,0.41287046415239803,0.28360263257578866,0.41287046415239803,0.3035269032718131,0.28360263257578866,12.469720953186323,1.296,2.1115968496614124,30.92440576282673,0.0072538969557133,16728,34,2,,0.0006366006360378,0.0062075983938129,24.93899659763497
4957914,eclipsing_binary,eclipsing_binary,Possible planet candidate,True,True,medium,0.2,optimized,0.6178509673821275,0.28135349679107885,0.6178509673821275,0.10079553582679336,0.28135349679107885,0.6232229738193134,0.72,3.700158018564181,91.85510046220448,0.5892395954409656,17323,834,44,0.0274216793631015,-0.0028658622356098,0.0161629247378969,27.334905861591096
182943944,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.4848666492315634,0.27809859236290896,0.2370347584055276,0.4848666492315634,0.27809859236290896,1.1036281576810432,1.872,0.1939909455359711,44.7341740464756,0.0020989032521326,16941,1120,22,6.154107062850134e-05,0.0001268606881521,0.001245805541661,25.05175986787799
47384844,false_positive,false_positive,Possible planet candidate,True,True,medium,0.2,optimized,0.5976026444572217,0.2766478809064243,0.12574947463635397,0.5976026444572217,0.2766478809064243,3.153120024801382,2.52,0.0417613513000514,14.543200024530648,5.203485538237765e-05,15779,446,7,0.0001544953069878,-3.921563033304487e-05,0.0001634475654996,24.094225651164837
79748331,planet,false_positive,Possible planet candidate,False,True,medium,0.2,optimized,0.6134645136664305,0.2683317355270842,0.11820375080648532,0.6134645136664305,0.2683317355270842,11.491346786947162,1.872,0.0986545155500007,9.346845716375196,4.416352159683749e-05,16591,106,2,5.537030667435161e-05,-0.000125679421407,0.0001966067702817,24.37244840357016
